MOF,uptake_ads,uptake_des,heat_ads,heat_des,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re
FOFTOL_clean,0.1821962216455999,0.1642870612026,-43.14073,-38.97526,7.30049,4.23508,7.27839,4309.83,1.13764,561.157,1302.04,1144.52,0.0,0.0,0.0,1,561.157,0,282.725,0.0656,0.0576635,0.0,0.0,0.0,282.725,0,2,0.0,0.0,1,7.30049,4.23508,7.30049,84,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
VASKOR_clean,0.1231325274706,0.1054285686239999,-40.10039,-39.16127,4.30013,3.78538,4.30013,1296.58,1.15817,120.203,927.081,800.474,0.0,0.0,0.0,2,62.6164,0,21.2639,0.0164,0.0141603,0.0,0.0,0.0,11.1506,0,0,0.0,0.0,2,4.30013,3.78538,4.30013,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MULXOH_clean,0.2105177475583,0.1922928673241999,-44.31609,-42.84263,5.18902,3.67114,5.18902,2165.86,1.20876,302.817,1398.13,1156.66,0.0,0.0,0.0,1,302.817,0,115.657,0.0534,0.0441773,0.0,0.0,0.0,115.657,0,0,0.0,0.0,1,5.18902,3.67114,5.18902,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0
NESVEO_charged,0.3008227294231,0.283627577294,-36.67577,-34.62766,9.74628,4.28176,6.79002,5466.04,0.904718,1218.64,2229.47,2464.27,0.0,0.0,0.0,1,1218.64,0,900.804,0.1648,0.182156,0.0,0.0,0.0,900.804,0,4,0.0,0.0,1,9.74628,4.28176,6.79002,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
BAKJEE_clean,0.2824642624392,0.2646702917353,-41.55636,-39.25088,6.018,5.10511,6.018,4338.61,0.918977,879.127,2026.29,2204.94,0.0,0.0,0.0,1,879.127,0,490.263,0.113,0.122963,0.0,0.0,0.0,490.263,0,4,0.0,0.0,1,6.018,5.10511,6.018,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
AWEJES_clean,0.1672667127195,0.1494971430223,-39.77059,-40.67018,8.72382,7.15547,8.72382,8810.49,1.24068,1049.77,1191.5,960.364,0.0,0.0,0.0,2,522.051,0,1247.57,0.1416,0.114131,0.0,0.0,0.0,637.879,0,4,0.0,0.0,2,8.72382,7.15547,8.72382,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
SIKYER_clean,0.1589829030462,0.1417210204517,-38.13181,-34.37147,6.35305,4.09111,6.35305,2183.91,1.2109,377.923,1730.49,1429.1,0.0,0.0,0.0,2,187.169,0,140.207,0.0642,0.0530186,0.0,0.0,0.0,77.7474,0,0,0.0,0.0,2,6.35305,4.09111,6.35305,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0
IMACND_clean,0.0482303700013,0.0316747413251,-30.59663,-30.03673,4.23925,3.68963,4.23925,997.017,1.80066,48.4925,486.376,270.11,0.0,0.0,0.0,2,23.9607,0,6.18151,0.0062,0.00344318,0.0,0.0,0.0,2.99105,0,0,0.0,0.0,2,4.23925,3.68963,4.23925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
RIYBEI_clean,0.1697228482182,0.1527803879694,-34.50346,-32.85344,8.71636,7.18609,8.71636,17454.1,1.20426,2953.91,1692.38,1405.33,0.0,0.0,0.0,2,1480.36,0,2380.74,0.1364,0.113265,0.0,0.0,0.0,1239.24,0,0,0.0,0.0,2,8.71636,7.18609,8.71636,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OZUMAZ01_clean,0.2072791389056,0.1898911498605,-37.43906,-37.31848,11.48711,10.92847,11.48702,3631.47,1.32181,527.075,1451.41,1098.04,0.0,0.0,0.0,3,175.62,0,952.899,0.2624,0.198515,0.0,0.0,0.0,315.212,0,0,0.0,0.0,3,11.4871,10.9285,11.4871,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,18,0,0
ENISOK_clean,0.2009115258013,0.1831886339739,-38.43548,-41.59663,7.19751,4.5443,7.19751,2128.31,1.14432,354.859,1667.33,1457.05,0.0,0.0,0.0,1,354.859,0,204.318,0.096,0.0838928,0.0,0.0,0.0,204.318,0,2,0.0,0.0,1,7.19751,4.5443,7.19751,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
COKQEA_clean,0.2510404803507,0.2333651093773,-41.02249,-38.3729,11.68004,10.93219,11.68003,3986.54,1.1695,589.04,1477.57,1263.42,0.0,0.0,0.0,3,200.119,0,1092.31,0.274,0.234288,0.0,0.0,0.0,356.397,0,18,0.0,0.0,3,11.68,10.9322,11.68,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
POFSIN03_clean,0.2553882514615,0.2388461471322999,-30.57006,-30.05437,6.97615,5.6299,6.97615,2038.62,1.04557,500.038,2452.82,2345.91,0.0,0.0,0.0,1,500.038,0,340.858,0.1672,0.159912,0.0,0.0,0.0,340.858,0,0,0.0,0.0,1,6.97615,5.6299,6.97615,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBEXAN_clean,0.1994180975724,0.1825428614238,-34.19437,-32.28003,11.96949,11.05054,11.96949,12708.9,1.28902,1842.53,1449.79,1124.72,0.0,0.0,0.0,3,612.308,0,3248.4,0.2556,0.19829,0.0,0.0,0.0,1098.05,0,0,0.0,0.0,3,11.9695,11.0505,11.9695,72,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0
BETGEO_clean,0.1950972863412,0.1782616982854999,-33.02244,-32.86165,15.22413,5.03751,15.22413,6389.71,1.31768,771.065,1206.73,915.8,208.277,325.956,247.372,1,771.065,1,1367.4,0.214,0.162407,125.238,0.0196,0.0148747,1367.4,1,36,125.238,208.277,1,15.2241,5.03751,15.2241,24,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
WOJZIG_clean,0.1854752200394,0.1682182600296,-35.23253,-37.69443,6.22511,4.31209,5.93142,4779.57,1.20953,775.707,1622.96,1341.81,0.0,0.0,0.0,2,384.753,0,378.542,0.0792,0.0654798,0.0,0.0,0.0,182.58,0,0,0.0,0.0,2,6.22511,4.31209,6.22511,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0
ELOHOE_clean,0.1444299497737,0.1261873613186,-45.03738,-43.13698,5.23434,3.83566,5.23434,4859.34,1.15001,352.184,724.757,630.221,0.0,0.0,0.0,1,352.184,0,95.2431,0.0196,0.0170434,0.0,0.0,0.0,95.2431,0,2,0.0,0.0,1,5.23434,3.83566,5.23434,120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
HACRAH_clean,0.2552298808429999,0.2375497876994,-39.78231,-40.03991,10.95056,3.96828,10.95044,12397.5,1.08072,1914.12,1543.96,1428.63,0.0,0.0,0.0,1,1914.12,0,1619.11,0.1306,0.120845,0.0,0.0,0.0,1619.11,0,0,0.0,0.0,3,10.9506,3.96828,10.9506,198,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0
UMODEH12_clean,0.3568609759856,0.3395241158295,-37.11637,-37.28697,7.73054,5.07792,5.7868,16827.2,0.751192,3203.9,1904.0,2534.64,0.0,0.0,0.0,9,699.971,0,1770.22,0.1052,0.140044,0.0,0.0,0.0,444.238,0,18,0.0,0.0,9,7.73054,5.07792,7.73054,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,18,0,0
JAKBOP_clean,0.1831816674466,0.1664415907433,-32.48467,-31.9577,5.77402,4.14781,5.77402,2082.96,0.806983,340.943,1636.82,2028.32,0.0,0.0,0.0,1,340.943,0,116.229,0.0558,0.0691464,0.0,0.0,0.0,116.229,0,0,0.0,0.0,1,5.77402,4.14781,5.77402,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TASVUG_clean,0.165003243344,0.1479980826946,-35.81365,-33.40148,7.46629,6.72583,7.46629,10527.8,1.19319,1737.81,1650.68,1383.42,0.0,0.0,0.0,1,1737.81,0,1355.98,0.1288,0.107946,0.0,0.0,0.0,1355.98,0,8,0.0,0.0,1,7.46629,6.72583,7.46629,8,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,48,0,0,0,0,0,0,0,0,0
SOPLIU_clean,0.3388373338182,0.3212447373191,-40.0569,-38.82954,7.96647,5.66284,7.96647,4920.03,0.793634,987.231,2006.55,2528.31,0.0,0.0,0.0,1,987.231,0,953.502,0.1938,0.244193,0.0,0.0,0.0,953.502,0,0,0.0,0.0,1,7.96647,5.66284,7.96647,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
IKOPEF_clean,0.1858117943347,0.1674722766537,-46.61247,-43.53139,6.93344,4.13008,6.93344,2466.07,1.24385,255.276,1035.15,832.216,74.9236,303.818,244.256,1,255.276,1,147.471,0.0598,0.0480764,27.6199,0.0112,0.00900428,147.471,1,4,27.6199,74.9236,1,6.93344,4.13008,6.93344,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8,0,0
VIWLAQ_clean,0.1427239150419,0.1255221795795,-37.35538,-35.31622,6.49945,3.8914,6.49945,4810.6,1.43716,711.729,1479.5,1029.46,0.0,0.0,0.0,2,357.843,0,395.432,0.0822,0.0571962,0.0,0.0,0.0,195.31,0,16,0.0,0.0,2,6.49945,3.8914,6.49945,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,8,0,0
OGIBUD_clean,0.2137680708844,0.1961264802261,-38.66739,-41.12457,6.41092,4.1232,6.41092,1874.61,1.11792,281.944,1504.02,1345.38,0.0,0.0,0.0,1,281.944,0,150.718,0.0804,0.0719196,0.0,0.0,0.0,150.718,0,0,0.0,0.0,1,6.41092,4.1232,6.41092,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
ZILBIH_clean,0.212857313124,0.1950926298178,-40.33393,-41.44724,9.76957,5.65396,9.76957,6522.42,0.927388,872.271,1337.34,1442.05,0.0,0.0,0.0,4,199.662,0,815.302,0.125,0.134787,0.0,0.0,0.0,156.538,0,0,0.0,0.0,4,9.76957,5.65396,9.76957,128,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
PIYZED_clean,0.2539619435599,0.237541305452,-29.98635,-29.589,7.01987,5.6702,7.01987,2065.02,1.03221,509.225,2465.95,2389.0,0.0,0.0,0.0,1,509.225,0,354.771,0.1718,0.166439,0.0,0.0,0.0,354.771,0,0,0.0,0.0,1,7.01987,5.6702,7.01987,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASGAT_clean,0.1449025773108,0.1285570539019,-29.88081,-28.34546,7.19846,5.30326,7.14008,3710.14,1.5718,968.738,2611.05,1661.19,0.0,0.0,0.0,1,968.738,0,721.252,0.1944,0.12368,0.0,0.0,0.0,721.252,0,0,0.0,0.0,1,7.19846,5.30326,7.19846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
XEGKUR_clean,0.2389379868700999,0.2217091334592,-36.35615,-37.09382,6.52792,5.6721,6.52792,5055.95,1.03463,924.931,1829.39,1768.16,0.0,0.0,0.0,1,924.931,0,456.047,0.0902,0.0871808,0.0,0.0,0.0,456.047,0,0,0.0,0.0,1,6.52792,5.6721,6.52792,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
SOHNEJ_clean,0.1792435686106,0.1623502560729,-34.33348,-33.54617,8.87393,7.24516,8.87393,17742.2,1.18471,2995.81,1688.52,1425.27,0.0,0.0,0.0,2,1499.43,8,2522.95,0.1422,0.12003,0.0,0.0,0.0,1305.83,8,0,0.0,0.0,8,8.87393,7.24516,8.87393,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDLAA_clean,0.2216596315973,0.2045184357185999,-36.33628,-35.87043,10.45143,10.19639,10.45143,8169.54,1.02317,1093.17,1338.11,1307.81,0.0,0.0,0.0,2,634.523,0,1220.53,0.1494,0.146017,0.0,0.0,0.0,519.583,0,0,0.0,0.0,2,10.4514,10.1964,10.4514,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,16,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
CAVMIX_clean,0.2274343407322,0.2100906658376999,-37.55881,-38.14095,9.18755,5.19273,9.18755,15163.1,0.942961,2131.88,1405.96,1491.01,0.0,0.0,0.0,1,2131.88,0,1604.26,0.1058,0.1122,0.0,0.0,0.0,1604.26,0,8,0.0,0.0,1,9.18755,5.19273,9.18755,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,28,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
WABTOK_clean,0.0724512660168,0.0555686387602,-35.03784,-33.03665,4.76989,3.89445,4.76989,1188.64,1.78273,113.812,957.49,537.091,0.0,0.0,0.0,1,113.812,0,27.3388,0.023,0.0129015,0.0,0.0,0.0,27.3388,0,2,0.0,0.0,1,4.76989,3.89445,4.76989,16,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
UTEXAT_clean,0.1726220833054,0.1549472953797,-40.75244,-40.26404,6.75727,4.00964,6.00925,4846.52,1.01791,567.214,1170.35,1149.76,12.7429,26.293,25.8304,2,283.552,4,298.545,0.0616,0.0605162,0.0,0.0,0.0,141.518,4,0,0.0,2.80264,2,6.75727,4.00964,6.75727,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUNBIF_clean,0.1090459740073,0.0930004185034,-27.55547,-25.62105,8.3121,6.56008,8.3121,2929.17,1.86674,655.432,2237.6,1198.67,0.0,0.0,0.0,1,655.432,0,669.022,0.2284,0.122352,0.0,0.0,0.0,669.022,0,4,0.0,0.0,1,8.3121,6.56008,8.3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KINFAQ_clean,0.1695391349793999,0.1516952568752,-42.22795,-41.42223,7.57452,5.57372,7.57452,2037.7,1.3531,307.626,1509.68,1115.72,0.0,0.0,0.0,1,307.626,0,244.523,0.12,0.088685,0.0,0.0,0.0,244.523,0,0,0.0,0.0,1,7.57452,5.57372,7.57452,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0
DUNXUH14_clean,0.208536222353,0.1904186752023,-46.08141,-41.94823,4.67675,3.74743,4.67675,1671.58,1.22609,213.205,1275.47,1040.27,0.0,0.0,0.0,2,109.333,0,44.1297,0.0264,0.0215318,0.0,0.0,0.0,25.0737,0,0,0.0,0.0,2,4.67675,3.74743,4.67675,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
NIMTAE_clean,0.1515758546814,0.1338450831694999,-41.61636,-40.58662,4.86007,4.14741,4.86007,11871.1,1.0571,1158.86,976.202,923.474,0.0,0.0,0.0,8,146.783,0,313.397,0.0264,0.0249741,0.0,0.0,0.0,33.2391,0,0,0.0,0.0,8,4.86007,4.14741,4.86007,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOSBIG_clean,0.1436428790307,0.1265322305491,-35.79874,-36.57529,7.95318,7.15038,7.95318,3705.85,1.43251,500.273,1349.95,942.368,0.0,0.0,0.0,2,251.393,0,499.549,0.1348,0.0941004,0.0,0.0,0.0,240.139,0,0,0.0,0.0,2,7.95318,7.15038,7.95318,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0
AVESOL_clean,0.2959603004295,0.2783283655235,-40.00037,-40.75476,5.73983,4.13788,5.73983,4008.76,0.954537,847.514,2114.15,2214.85,0.0,0.0,0.0,1,847.514,0,403.282,0.1006,0.105391,0.0,0.0,0.0,403.282,0,4,0.0,0.0,1,5.73983,4.13788,5.73983,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
NIZZAY_clean,0.1715751570146,0.154661252208,-34.95443,-34.17712,8.47902,7.82846,8.47902,17354.1,1.2112,2976.08,1714.92,1415.88,0.0,0.0,0.0,2,1481.59,0,2460.8,0.1418,0.117074,0.0,0.0,0.0,1266.85,0,0,0.0,0.0,2,8.47902,7.82846,8.47902,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XANZAQ04_clean,0.2650057832897,0.2471361630701,-40.33078,-44.14567,8.51893,7.90874,8.51893,2301.73,0.946048,341.928,1485.52,1570.24,0.0,0.0,0.0,2,172.327,0,363.214,0.1578,0.166799,0.0,0.0,0.0,182.758,0,4,0.0,0.0,2,8.51893,7.90874,8.51893,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
OBAHUX_clean,0.217852165469,0.2005303859023,-39.11265,-36.84768,8.72329,7.54236,8.72329,13968.6,0.960232,1980.99,1418.17,1476.91,0.0,0.0,0.0,1,1980.99,0,1779.6,0.1274,0.132676,0.0,0.0,0.0,1779.6,0,0,0.0,0.0,3,8.72329,7.54236,8.72329,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,18,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
