MOF,uptake_ads,uptake_des,heat_ads,heat_des,LISD,LFSD,LISFS,Unit_cell_volume,Density,ASA_A2,ASA_m2_per_cm3,ASA_m2_per_g,NASA_A2,NASA_m2_per_cm3,NASA_m2_per_g,Number_of_channels,Channel_surface_area_A2,Number_of_pockets,AV_A3,AV_Volume_fraction,AV_cm3_per_g,NAV_A3,NAV_Volume_fraction,NAV_cm3_per_g,Channel_volume,Number_of_pockets.1,oms_value,Pocket_volume_A3,Pocket_surface_area_A2,No_of_Channel,Di,Df,Dif,H,Yb,Ir,K,V,Te,Mn,Co,Sr,Bi,Cd,Mg,P,Be,Cl,As,F,Pb,Pr,Mo,I,Er,Fe,Pu,Y,W,Gd,Sn,Se,Cs,B,Ge,C,Si,Ag,Pt,S,Th,Ca,Dy,Au,Rb,Zr,Ho,Br,Sc,Na,U,Pd,Nd,Ni,Np,N,Nb,Ru,Li,Lu,Zn,Hg,Hf,Sb,In,Eu,Ga,Tb,Tm,Sm,O,La,Cr,Ti,Ba,Rh,Ce,Cu,Al,Re
XUKYEI_neutral,0.9209968672735,0.668302827266,-21.55231,-18.39099,13.18217,10.2037,13.18217,6140.0,0.287208,1122.81,1828.68,6367.08,0.0,0.0,0.0,1,1122.81,0,3481.38,0.567,1.97418,0.0,0.0,0.0,3481.38,0,0,0.0,0.0,1,13.1822,10.2037,13.1822,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ja300034j_si_002_clean,0.4331117081576,0.1873457693378,-25.96441,-17.79542,17.497,17.44104,17.497,2800.68,0.713223,390.541,1394.45,1955.14,0.0,0.0,0.0,1,390.541,0,1268.71,0.453,0.635145,0.0,0.0,0.0,1268.71,0,6,0.0,0.0,1,17.497,17.441,17.497,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
QIYDAF01_clean,0.8270771,0.6604254381139,-19.37443,-18.95302,22.00141,13.48659,22.00141,52812.6,0.303251,8995.15,1703.22,5616.54,0.0,0.0,0.0,1,8995.15,0,30979.9,0.5866,1.93437,0.0,0.0,0.0,30979.9,0,24,0.0,0.0,1,22.0014,13.4866,22.0014,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0
XAHPIH_clean,0.8186783504584999,0.6344514523993999,-21.96228,-19.54395,14.37026,13.2266,14.37026,12821.8,0.356183,2130.49,1661.62,4665.07,0.0,0.0,0.0,1,2130.49,0,7334.05,0.572,1.60592,0.0,0.0,0.0,7334.05,0,8,0.0,0.0,1,14.3703,13.2266,14.3703,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0
VETMIS_clean,0.9325194832925,0.7465970541668,-22.10557,-19.92746,18.1343,11.96931,18.1343,33152.2,0.311959,5856.65,1766.6,5662.9,0.0,0.0,0.0,1,5856.65,0,18737.6,0.5652,1.81178,0.0,0.0,0.0,18737.6,0,12,0.0,0.0,1,18.1343,11.9693,18.1343,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0
REZXUQ_clean,0.7297094683247,0.5757267002249,-20.89175,-19.12644,15.65265,13.94811,15.65265,7968.71,0.361934,1391.76,1746.53,4825.55,0.0,0.0,0.0,1,1391.76,0,4291.95,0.5386,1.48812,0.0,0.0,0.0,4291.95,0,6,0.0,0.0,1,15.6526,13.9481,15.6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0
CUSXIY_clean,0.7002765320977,0.5725215539988,-18.03611,-16.355,15.36203,13.23891,14.90651,67549.9,0.291845,10668.5,1579.35,5411.61,0.0,0.0,0.0,1,10668.5,0,42678.0,0.6318,2.16485,0.0,0.0,0.0,42678.0,0,0,0.0,0.0,1,15.362,13.2389,14.9065,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0
BAZFUF_clean,0.9401305527113,0.7626931699666,-24.88038,-21.81931,20.47129,8.65157,20.47129,20733.2,0.340053,3849.56,1856.72,5460.08,0.0,0.0,0.0,1,3849.56,0,11477.9,0.5536,1.62798,0.0,0.0,0.0,11477.9,0,12,0.0,0.0,1,20.4713,8.65157,20.4713,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0
BAZFUF01_clean,0.9375053119158,0.7598270383385,-24.86239,-22.47813,20.31669,8.61831,20.31669,20611.4,0.342062,3813.53,1850.21,5408.97,0.0,0.0,0.0,1,3813.53,0,11534.1,0.5596,1.63596,0.0,0.0,0.0,11534.1,0,12,0.0,0.0,1,20.3167,8.61831,20.3167,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0
LEJCEK_clean,0.7648451947503999,0.6260907393336,-20.24992,-19.6538,17.20124,11.20727,17.20124,30478.3,0.334035,5861.82,1923.28,5757.71,0.0,0.0,0.0,1,5861.82,0,16287.6,0.5344,1.59983,0.0,0.0,0.0,16287.6,0,0,0.0,0.0,1,17.2012,11.2073,17.2012,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
ZELROZ_manual,0.6237772907490999,0.4983023071765999,-18.84829,-17.52456,16.91637,11.08222,16.91637,5020.15,0.361932,905.305,1803.34,4982.55,0.0,0.0,0.0,1,905.305,0,2854.46,0.5686,1.57101,0.0,0.0,0.0,2854.46,0,0,0.0,0.0,1,16.9164,11.0822,16.9164,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
ACOCUS_clean,0.8994406,0.7518486880458001,-21.63525,-20.60471,24.39556,13.22221,24.39556,102543.0,0.346494,15635.2,1524.76,4400.53,0.0,0.0,0.0,1,15635.2,0,60664.2,0.5916,1.70739,0.0,0.0,0.0,60664.2,0,48,0.0,0.0,1,24.3956,13.2222,24.3956,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0
ADATAC_clean,0.8376261249773,0.6983722190455,-21.28004,-19.57886,26.79315,10.37178,16.77775,45807.9,0.33727,7952.52,1736.06,5147.39,0.0,0.0,0.0,1,7952.52,0,26211.3,0.5722,1.69657,0.0,0.0,0.0,26211.3,0,24,0.0,0.0,1,26.7931,10.3718,16.7778,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,24,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0
CUSXOE_clean,0.8017356999999999,0.6881535911534999,-17.28203,-16.37723,18.73744,15.64293,17.532,99176.6,0.243844,13008.1,1311.61,5378.87,0.0,0.0,0.0,1,13008.1,0,68828.6,0.694,2.84608,0.0,0.0,0.0,68828.6,0,0,0.0,0.0,1,18.7374,15.6429,17.5952,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0
ALEJAE_clean,0.8050465921031,0.6887625460218,-18.10388,-16.75032,20.04187,14.41097,20.04187,28646.7,0.274675,4130.34,1441.82,5249.19,0.0,0.0,0.0,1,4130.34,0,19084.4,0.6662,2.42541,0.0,0.0,0.0,19084.4,0,6,0.0,0.0,1,20.0419,14.411,20.0419,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
ACOCOM_clean,0.8695244499,0.7332300212238,-21.51158,-19.76932,25.11098,13.0343,25.11098,101117.0,0.349927,15602.1,1542.99,4409.45,0.0,0.0,0.0,1,15602.1,0,59557.6,0.589,1.68321,0.0,0.0,0.0,59557.6,0,48,0.0,0.0,1,25.111,13.0343,25.111,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,48,0,0
XAHPED_clean,0.7733271347687001,0.6244843910825,-23.33584,-20.95736,12.54399,10.44841,12.54399,13227.7,0.374438,2542.99,1922.47,5134.29,0.0,0.0,0.0,1,2542.99,0,6806.98,0.5146,1.37433,0.0,0.0,0.0,6806.98,0,8,0.0,0.0,1,12.544,10.4484,12.544,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0
c6ce00407e_c6ce00407e9_clean,0.7436828266647,0.6149202382932,-20.50794,-18.91895,13.1732,9.85968,13.12388,3792.38,0.313342,730.571,1926.42,6147.97,0.0,0.0,0.0,1,730.571,0,1997.07,0.5266,1.68059,0.0,0.0,0.0,1997.07,0,2,0.0,0.0,1,13.1732,9.85968,13.1732,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0
ALULEZ_clean,0.5893224482043,0.4598424731184999,-20.64218,-19.09341,18.90825,13.13984,18.90803,31651.2,0.425946,4639.71,1465.89,3441.49,0.0,0.0,0.0,1,4639.71,0,17857.6,0.5642,1.32458,0.0,0.0,0.0,17857.6,0,0,0.0,0.0,1,18.9083,13.1398,18.908,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,12,0,0,0
BAZGEQ_clean,0.767957482989,0.6368008001559,-20.88431,-19.33902,27.84187,13.9167,27.84186,60451.8,0.334895,9436.25,1560.96,4661.04,0.0,0.0,0.0,1,9436.25,0,34094.8,0.564,1.68411,0.0,0.0,0.0,34094.8,0,24,0.0,0.0,1,27.8419,13.9167,27.8419,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0
PIBNUK01_clean,0.672554633978,0.5330408981624001,-22.35039,-20.27932,15.21952,13.93593,15.21952,16845.9,0.42304,2349.93,1394.95,3297.45,0.0,0.0,0.0,1,2349.93,0,9453.93,0.5612,1.32659,0.0,0.0,0.0,9453.93,0,8,0.0,0.0,1,15.2195,13.9359,15.2195,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
EDUVOO_clean,0.8912460136867001,0.7306280531321999,-25.21157,-22.25028,20.94682,10.80388,20.94682,10160.0,0.373403,1813.32,1784.76,4779.72,0.0,0.0,0.0,1,1813.32,0,5616.44,0.5528,1.48044,0.0,0.0,0.0,5616.44,0,0,0.0,0.0,1,20.9468,10.8039,20.9468,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
VAGMEX_clean,0.9448967390765,0.7828275243299,-25.04808,-23.01612,15.10429,14.54002,15.10429,7462.31,0.352218,1353.68,1814.02,5150.28,0.0,0.0,0.0,1,1353.68,0,4135.61,0.5542,1.57346,0.0,0.0,0.0,4135.61,0,4,0.0,0.0,1,15.1043,14.54,15.1043,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
PIBNUK_clean,0.672752274094,0.5379468205514001,-22.28103,-20.18209,15.22577,13.94698,15.22577,16858.9,0.422713,2353.33,1395.89,3302.22,0.0,0.0,0.0,1,2353.33,0,9899.57,0.5872,1.38912,0.0,0.0,0.0,9899.57,0,8,0.0,0.0,1,15.2258,13.947,15.2258,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
NATKIF_clean,0.9462053350696,0.7874355498787999,-25.66012,-22.74398,17.00982,12.65869,17.00982,22920.8,0.345463,4402.16,1920.59,5559.48,0.0,0.0,0.0,1,4402.16,0,12386.4,0.5404,1.56428,0.0,0.0,0.0,12386.4,0,8,0.0,0.0,1,17.0098,12.6587,17.0098,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0
KUVMIZ_clean,0.8086348369026,0.6611859520628,-24.23241,-21.90967,15.75768,11.00764,15.75768,29566.9,0.361001,5187.7,1754.56,4860.27,0.0,0.0,0.0,1,5187.7,0,14328.1,0.4846,1.34238,0.0,0.0,0.0,14328.1,0,8,0.0,0.0,1,15.7577,11.0076,15.7577,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
ACODAZ_clean,0.8795949922767999,0.7492101916353,-21.86423,-20.13475,23.25293,13.11646,23.25293,102044.0,0.343144,15710.7,1539.6,4486.76,0.0,0.0,0.0,1,15710.7,0,60083.5,0.5888,1.7159,0.0,0.0,0.0,60083.5,0,48,0.0,0.0,1,23.2529,13.1165,23.2529,672,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0
AVAKEP_clean,0.7890919979817,0.6828569407893,-17.20973,-16.49264,25.17564,12.38575,25.17563,44361.9,0.244994,6352.78,1432.04,5845.2,0.0,0.0,0.0,1,6352.78,0,29136.9,0.6568,2.68089,0.0,0.0,0.0,29136.9,0,12,0.0,0.0,1,25.1756,12.3857,25.1756,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,12,0,0
WIYMOG_charged,0.6383539247858,0.496726420615,-24.02748,-21.49689,12.00039,7.26177,10.80315,13825.9,0.408102,3886.37,2810.93,6887.83,0.0,0.0,0.0,1,3886.37,0,5121.11,0.3704,0.907617,0.0,0.0,0.0,5121.11,0,0,0.0,0.0,1,12.0004,7.26177,12.0004,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0
ADATEG_manual,0.7719702024132,0.6650928614471,-17.64268,-16.78826,27.33782,13.33904,27.33782,80721.6,0.238777,12053.0,1493.16,6253.37,0.0,0.0,0.0,1,12053.0,0,51984.7,0.644,2.69708,0.0,0.0,0.0,51984.7,0,20,0.0,0.0,1,27.3378,13.339,27.3378,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0
XAFFER_clean,0.9339275319211,0.7744550826714,-25.80574,-23.60635,13.95559,13.34775,13.95559,7303.55,0.359874,1352.24,1851.48,5144.79,0.0,0.0,0.0,1,1352.24,0,3886.95,0.5322,1.47885,0.0,0.0,0.0,3886.95,0,4,0.0,0.0,1,13.9556,13.3477,13.9556,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
ECOLEP_clean,0.7259368522242,0.587670555765,-23.71444,-21.17686,11.29556,10.56211,11.29556,6476.46,0.407232,1198.86,1851.1,4545.57,0.0,0.0,0.0,1,1198.86,0,3514.13,0.5426,1.33241,0.0,0.0,0.0,3514.13,0,8,0.0,0.0,1,11.2956,10.5621,11.2956,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIBPIA_clean,0.5957818196206,0.4711824592605,-21.47897,-19.61993,15.40349,14.11651,15.40349,17578.0,0.458724,2400.03,1365.36,2976.43,0.0,0.0,0.0,1,2400.03,0,9998.38,0.5688,1.23996,0.0,0.0,0.0,9998.38,0,8,0.0,0.0,1,15.4035,14.1165,15.4035,96,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
XAFFIV_clean,0.9321726030432,0.7754985375133,-26.43688,-23.53137,14.92948,13.26847,14.92948,7213.96,0.358398,1375.73,1907.04,5321.0,0.0,0.0,0.0,1,1375.73,0,3806.09,0.5276,1.4721,0.0,0.0,0.0,3806.09,0,4,0.0,0.0,1,14.9295,13.2685,14.9295,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
OWIZAW_clean,0.7732439147446001,0.6353147705052,-24.32635,-21.50755,14.2453,11.75665,14.2453,17892.4,0.378656,3388.7,1893.93,5001.72,0.0,0.0,0.0,1,3388.7,0,8688.57,0.4856,1.28243,0.0,0.0,0.0,8688.57,0,8,0.0,0.0,1,14.2453,11.7567,14.2453,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,0
ja512973b_si_003_auto,0.5562583963036,0.4404718920618,-20.52959,-18.67253,21.35584,8.6537,21.16689,16259.7,0.403686,3048.13,1874.66,4643.85,0.0,0.0,0.0,1,3048.13,0,7707.08,0.474,1.17418,0.0,0.0,0.0,7707.08,0,0,0.0,0.0,1,21.3558,8.6537,21.3558,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
XAFFOB_clean,0.9176872511837,0.7599260600503,-27.29647,-23.75877,14.83913,13.34298,14.83913,7128.55,0.366991,1353.11,1898.15,5172.21,0.0,0.0,0.0,1,1353.11,0,3753.89,0.5266,1.43491,0.0,0.0,0.0,3753.89,0,4,0.0,0.0,1,14.8391,13.343,14.8391,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0
HABRAF_manual,0.8047854682030999,0.6735016856137,-22.9014,-22.07665,24.28825,9.03547,24.28825,36670.0,0.38234,6799.31,1854.19,4849.58,0.0,0.0,0.0,1,6799.31,0,18973.1,0.5174,1.35325,0.0,0.0,0.0,18973.1,0,24,0.0,0.0,1,24.2883,9.03547,24.2883,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,24,0,0
AWUPAL_clean,0.9831687544762,0.8330045135459,-25.6221,-24.125,18.42063,9.23563,18.42063,17636.8,0.348553,3051.61,1730.25,4964.11,0.0,0.0,0.0,1,3051.61,0,9901.29,0.5614,1.61066,0.0,0.0,0.0,9901.29,0,2,0.0,0.0,1,18.4206,9.23563,18.4206,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
XONLES_clean,0.7419864822762999,0.6383401376314,-18.34344,-17.00623,14.8131,13.79477,14.8131,43403.7,0.301134,7119.24,1640.24,5446.88,0.0,0.0,0.0,1,7119.24,0,26042.2,0.6,1.99247,0.0,0.0,0.0,26042.2,0,16,0.0,0.0,1,14.8131,13.7948,14.8131,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,16,0,0
AWUPOZ_clean,0.9745007651855,0.8295560056982,-25.79885,-23.7855,18.42385,9.2554,17.70118,17648.7,0.353418,3069.19,1739.04,4920.64,0.0,0.0,0.0,1,3069.19,0,9922.11,0.5622,1.59075,0.0,0.0,0.0,9922.11,0,0,0.0,0.0,1,18.4239,9.2554,18.4239,104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
XAFFUH_clean,0.7891594936973,0.6800537084532,-19.34139,-19.31736,23.99253,19.63801,23.99253,31790.8,0.329166,5379.38,1692.12,5140.63,0.0,0.0,0.0,1,5379.38,0,18413.2,0.5792,1.7596,0.0,0.0,0.0,18413.2,0,16,0.0,0.0,1,23.9925,19.638,23.9925,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,16,0,0
